id,project_id,repo_name
1171,791,repo77imgh
1172,804,repo01mztp
1173,325,repo56nccj
1174,136,repo96jdbz
1175,179,repo82wxsc
1176,866,repo75jhhl
1177,1186,repo80opjw
1178,1421,repo94igqr
1179,814,repo77uzai
1180,720,repo20oocx
1181,1802,repo22toux
1182,1592,repo61jdkx
1183,40,repo69osam
1184,1676,repo92vehe
1185,1914,repo62loky
1186,556,repo03kwmw
1187,759,repo84pfvf
1188,1950,repo23mzwm
1189,1182,repo02diul
1190,1578,repo25yrev
1191,1643,repo02ezqk
1192,1767,repo50nbzo
1193,1041,repo81fuoi
1194,208,repo98kxgq
1195,819,repo16jddh
1196,788,repo72vzfo
1197,229,repo89njqe
1198,1442,repo10kacd
1199,1114,repo32roph
1200,1761,repo78eokg
1201,1412,repo17vdes
1202,1024,repo62sfbu
1203,843,repo43vmbw
1204,506,repo78kmec
1205,512,repo79wryq
1206,1896,repo79rdgo
1207,177,repo10tjih
1208,480,repo73gnwn
1209,1571,repo98mffi
1210,927,repo36agse
1211,700,repo09bbkk
1212,604,repo29gqzv
1213,940,repo49oijp
1214,1722,repo09mohq
1215,1514,repo53colx
1216,620,repo96bcuh
1217,112,repo84ymkh
1218,1481,repo55bnde
1219,1378,repo86bxjs
1220,59,repo02dadk
1221,745,repo67iqff
1222,1254,repo61mndh
1223,630,repo17gjpu
1224,607,repo59voew
1225,197,repo24qjfi
1226,98,repo99gbci
1227,38,repo88lreh
1228,1105,repo38tljj
1229,1573,repo39cldr
1230,1396,repo08zcnx
1231,359,repo05uklq
1232,1101,repo65jgci
1233,1860,repo66vuoa
1234,228,repo39cwdj
1235,1207,repo61wdma
1236,86,repo12ombx
1237,90,repo04ihtc
1238,655,repo15mxfr
1239,1078,repo40hsrb
1240,114,repo96ybkz
1241,1238,repo54azvo
1242,1018,repo51fpmf
1243,494,repo86ewax
1244,1290,repo90uotu
1245,1912,repo20igwl
1246,1740,repo90fkwh
1247,998,repo59kamk
1248,1193,repo43bxnn
1249,114,repo93mavr
1250,1892,repo95iqrn
1251,1500,repo49leif
1252,1954,repo35pmci
1253,1860,repo60kbgm
1254,862,repo69kwwj
1255,1126,repo87myql
1256,1441,repo48gtsz
1257,935,repo29wlil
1258,441,repo45iyqr
1259,1273,repo27xtsg
1260,277,repo70yird
1261,731,repo58ybit
1262,1610,repo01medw
1263,1528,repo47wdko
1264,27,repo16hgrt
1265,1671,repo24ujts
1266,1531,repo06bgjq
1267,1932,repo44klok
1268,918,repo85yktt
1269,1316,repo62zxjw
1270,851,repo32ullz
1271,820,repo10sarg
1272,625,repo78jkbp
1273,296,repo19vfab
1274,1284,repo01uykb
1275,374,repo57wjlv
1276,262,repo71bsja
1277,1749,repo73ztiz
1278,197,repo77vwfy
1279,930,repo47ffkl
1280,149,repo08omrt
1281,1417,repo98jdzf
1282,184,repo59vhik
1283,1803,repo84widi
1284,641,repo17zykz
1285,1106,repo40qvus
1286,1585,repo67ubmc
1287,28,repo61cscj
1288,646,repo41esrk
1289,1248,repo24ajvn
1290,1247,repo62nswy
1291,185,repo29rzju
1292,958,repo44jacf
1293,1265,repo99oiem
1294,621,repo33eeqx
1295,1760,repo06plej
1296,1078,repo44jjsw
1297,1370,repo63zgui
1298,1865,repo69ezyu
1299,1848,repo54doun
1300,1926,repo17ifks
1301,310,repo27zzxg
1302,621,repo82cvas
1303,572,repo31merb
1304,2000,repo71elkc
1305,519,repo27heiu
1306,991,repo84ttfc
1307,399,repo53eshd
1308,222,repo47gssm
1309,1951,repo80axlg
1310,1873,repo78rnxl
1311,595,repo06rmzb
1312,1990,repo61hvdu
1313,857,repo57tcpm
1314,305,repo03bfep
1315,258,repo69tsrl
1316,320,repo86wwkk
1317,484,repo05dbwl
1318,577,repo27sciw
1319,751,repo90eqgh
1320,1378,repo65evqf
1321,558,repo46iwyg
1322,666,repo56bbsj
1323,559,repo25hggg
1324,398,repo45hudh
1325,372,repo57ogci
1326,456,repo75otce
1327,1006,repo16awgp
1328,1141,repo32lsnw
1329,173,repo53rxsv
1330,1747,repo29usen
1331,1242,repo38huaq
1332,1634,repo39htjq
1333,1697,repo82aitd
1334,886,repo75msiw
1335,878,repo17puix
1336,735,repo23jxpz
1337,1608,repo13vgis
1338,1726,repo59ulfe
1339,1168,repo10xciz
1340,1668,repo28uqcp
1341,808,repo14bgfv
1342,1088,repo76iwhf
1343,765,repo56vzcx
1344,1872,repo29bnga
1345,1834,repo24dkwf
1346,1560,repo22cewa
1347,172,repo59unlx
1348,1585,repo36blpg
1349,242,repo05zlii
1350,1064,repo43grsb
1351,349,repo58jveg
1352,1842,repo68dgsn
1353,789,repo97juxd
1354,958,repo15nlrs
1355,852,repo37gkjl
1356,819,repo21zfza
1357,245,repo55ptve
1358,1836,repo80aqoo
1359,471,repo86vxzc
1360,1215,repo44eeju
1361,1826,repo41bjrx
1362,145,repo55sowf
1363,1945,repo18ojvg
1364,1742,repo36wexw
1365,1106,repo35aqpk
1366,1937,repo85fwjj
1367,104,repo75mppq
1368,472,repo80aijy
1369,467,repo74hlbc
1370,1202,repo08thnt
1371,1695,repo97hyen
1372,2,repo50kvek
1373,358,repo83jkxy
1374,1361,repo06oilf
1375,1116,repo70rmhq
1376,1102,repo87twrs
1377,1591,repo81snih
1378,1021,repo73spmm
1379,648,repo86sxvk
1380,1542,repo31zbef
1381,1863,repo57bfcx
1382,1089,repo57tjkm
1383,1740,repo83tszq
1384,641,repo75ohtp
1385,1707,repo12zxis
1386,600,repo48fjul
1387,728,repo49vnys
1388,1276,repo19zznc
1389,1458,repo09dvgv
1390,1428,repo36farc
1391,465,repo10ipjm
1392,170,repo55hycn
1393,469,repo65mzmc
1394,1171,repo53miah
1395,208,repo64qgnc
1396,1543,repo62jcos
1397,1341,repo68nzjt
1398,1045,repo20xyen
1399,1706,repo39teuy
1400,1730,repo05uqwu
1401,1843,repo18qdsf
1402,1274,repo89vorr
1403,169,repo23tdvq
1404,309,repo37ymft
1405,975,repo94atwg
1406,1525,repo49eseg
1407,1655,repo14ugwe
1408,643,repo26ufug
1409,944,repo25lehe
1410,464,repo88dftd
1411,63,repo95wyiv
1412,1036,repo01xthb
1413,1338,repo66nihv
1414,1691,repo68tiyz
1415,623,repo19yscl
1416,234,repo78lsby
1417,831,repo60lstx
1418,337,repo59ofmd
1419,1292,repo65hpth
1420,1700,repo16aiix
1421,876,repo00shux
1422,592,repo07mtyn
1423,1149,repo19vjrk
1424,1021,repo28wpcv
1425,1866,repo34rqkd
1426,1427,repo23mqtw
1427,113,repo70wdgq
1428,1465,repo45ycpd
1429,1438,repo08pzid
1430,483,repo99fmze
1431,676,repo41cdrt
1432,565,repo43dugy
1433,1804,repo89sgta
1434,527,repo63yyww
1435,1995,repo14yejm
1436,1861,repo82sppc
1437,1890,repo56hxkv
1438,760,repo03rbwm
1439,1374,repo94iurp
1440,1816,repo55zhgh
1441,1526,repo29cpds
1442,518,repo66fvho
1443,1058,repo33tqec
1444,1700,repo51xgtu
1445,1306,repo93pzje
1446,589,repo06ldsu
1447,495,repo13tjyv
1448,881,repo14dljw
1449,312,repo42tmqe
1450,1322,repo90xiue
1451,811,repo35tjlu
1452,1726,repo47mtls
1453,481,repo56qwxl
1454,447,repo79injf
1455,731,repo80rxsq
1456,1158,repo23cbpd
1457,96,repo47mlrn
1458,767,repo12bvfp
1459,1849,repo20byey
1460,447,repo43vdls
1461,948,repo69qems
1462,166,repo35gmwz
1463,784,repo12eddt
1464,72,repo34fojj
1465,1040,repo63sxur
1466,116,repo99uzyl
1467,957,repo74winm
1468,1814,repo64udqy
1469,1669,repo77jkeb
1470,1084,repo60ophc
1471,587,repo55wtmv
1472,1547,repo78pyue
1473,1642,repo65iyxk
1474,1111,repo70hsan
1475,1362,repo10imbx
1476,542,repo48smqg
1477,1139,repo44mwnj
1478,781,repo87gliq
1479,463,repo10iyio
1480,364,repo20yyii
1481,1901,repo87rlky
1482,1315,repo92pzij
1483,1446,repo07fsyz
1484,1203,repo08dxbm
1485,1761,repo50alna
1486,1682,repo61uusn
1487,1594,repo56tmgu
1488,1525,repo46szys
1489,1361,repo87dacg
1490,1495,repo70rkku
1491,1804,repo12gwgl
1492,1877,repo68wlmw
1493,453,repo00mcfj
1494,1467,repo36getn
1495,621,repo90pkmj
1496,536,repo77mtql
1497,442,repo38fzez
1498,1581,repo41wftj
1499,1228,repo16uuot
1500,537,repo19wwhw
1501,1308,repo03ojnl
1502,906,repo77egvm
1503,557,repo89ztzm
1504,577,repo31mwce
1505,1951,repo53vmvg
1506,837,repo46feju
1507,1488,repo97kmna
1508,145,repo43vlfb
1509,1224,repo91opmz
1510,33,repo32rxfh
1511,1729,repo13ehux
1512,169,repo01vwko
1513,1442,repo44ovny
1514,278,repo01crlw
1515,1406,repo14ftnc
1516,1883,repo68fvjt
1517,1219,repo48zvox
1518,917,repo39svgq
1519,1489,repo54tkvl
1520,688,repo54kurb
1521,1869,repo25tbng
1522,764,repo09tobg
1523,66,repo62nioj
1524,235,repo76zlqq
1525,1148,repo25zdoj
1526,594,repo23iegr
1527,1596,repo47rtlc
1528,1609,repo20kjkg
1529,1255,repo56njap
1530,536,repo78rdwq
1531,1306,repo02gsvz
1532,407,repo26zwqq
1533,962,repo58vuzq
1534,1039,repo05jnlm
1535,1841,repo97blca
1536,1434,repo44sigp
1537,292,repo04mdgv
1538,157,repo12ucip
1539,674,repo90xwtd
1540,1358,repo30nape
1541,1603,repo81cbmf
1542,1815,repo01vope
1543,820,repo46gisc
1544,1708,repo61sqdo
1545,1899,repo29xeje
1546,1119,repo31wzvo
1547,801,repo12kwoc
1548,1475,repo82kjbu
1549,1073,repo57ccsv
1550,342,repo13cvyt
1551,1872,repo24xdrf
1552,1407,repo65hlup
1553,1153,repo33jxyi
1554,871,repo47ydbb
1555,874,repo98ckww
1556,1895,repo39lgkw
1557,487,repo24ipfl
1558,1602,repo25erde
1559,974,repo77wrgn
1560,306,repo65hrzs
1561,1244,repo30rxci
1562,1503,repo98egdg
1563,660,repo51qlrg
1564,618,repo63ubno
1565,1652,repo43fdrk
1566,298,repo24cikp
1567,791,repo83rdqb
1568,1515,repo55ikhv
1569,693,repo50hhho
1570,642,repo85wycj
1571,376,repo23dcmb
1572,1188,repo26bcyp
1573,731,repo71ttha
1574,714,repo90nnls
1575,861,repo91tuik
1576,655,repo66dlsw
1577,973,repo91uuqb
1578,1197,repo16oaxt
1579,963,repo37xguk
1580,1342,repo79lmiu
1581,1583,repo07mffm
1582,1627,repo07zlsd
1583,192,repo31wulz
1584,531,repo79jlsw
1585,1937,repo42orbv
1586,997,repo48qpyv
1587,1004,repo69eqhu
1588,163,repo67ojuj
1589,1210,repo13zlbt
1590,1605,repo31jezy
1591,1401,repo46bwzh
1592,1106,repo22nypp
1593,1001,repo66logu
1594,545,repo69ggoa
1595,692,repo00mecw
1596,1165,repo01kilk
1597,492,repo24hfir
1598,1622,repo14qrjb
1599,1503,repo89rpvb
1600,1160,repo26clio
1601,973,repo13vrcr
1602,1821,repo43pokr
1603,1098,repo96mdxr
1604,437,repo20kqmd
1605,1443,repo09mmcb
1606,1410,repo50biqa
1607,1699,repo05qduh
1608,1191,repo65letj
1609,1666,repo03rjna
1610,1139,repo83iheu
1611,854,repo91obcy
1612,349,repo94xvbr
1613,417,repo47muvg
1614,199,repo09hhby
1615,1033,repo74jixo
1616,397,repo12dbyt
1617,244,repo16xzhp
1618,859,repo04hhio
1619,1162,repo13zrgt
1620,33,repo59ivst
1621,511,repo32bhah
1622,1540,repo07scaj
1623,1301,repo25ytdu
1624,1552,repo84rcqa
1625,532,repo31sksx
1626,12,repo42syni
1627,287,repo99wtsi
1628,1639,repo54vhra
1629,564,repo39xisa
1630,1788,repo08vfzo
1631,986,repo25dgmv
1632,837,repo27zqsn
1633,257,repo98rcjp
1634,1774,repo95zmgj
1635,1386,repo72kdpu
1636,919,repo14iygo
1637,582,repo77srrx
1638,504,repo62dkoz
1639,67,repo12hjcm
1640,753,repo28jwxj
1641,1106,repo39xdpz
1642,1284,repo91mfxu
1643,494,repo26lauh
1644,1553,repo97wgiv
1645,1863,repo04iesi
1646,381,repo35jqei
1647,140,repo54zriw
1648,698,repo28mnha
1649,815,repo09dpgv
1650,115,repo80bryp
1651,795,repo22tpxy
1652,1506,repo73ftza
1653,103,repo10qorc
1654,19,repo67knli
1655,204,repo89iqeq
1656,456,repo53oeyp
1657,1754,repo49gjyd
1658,1193,repo50sngk
1659,155,repo66erwi
1660,570,repo16dzlp
1661,581,repo01wooa
1662,663,repo54fypd
1663,722,repo19ygyx
1664,198,repo91mygk
1665,1000,repo66prqg
1666,1488,repo48obdk
1667,472,repo16rqyf
1668,1832,repo59cgul
1669,1148,repo32buqj
1670,1352,repo65syud
1671,1436,repo26tnsa
1672,670,repo34iguk
1673,1521,repo65qxkn
1674,965,repo40zufk
1675,900,repo41wscc
1676,1727,repo39ldju
1677,1540,repo73ogxm
1678,685,repo08dlve
1679,1527,repo29rlxs
1680,1870,repo23drgs
1681,548,repo22wvtg
1682,665,repo41xfvg
1683,1358,repo52uipi
1684,954,repo33wply
1685,335,repo86hesj
1686,1540,repo62fpfs
1687,1196,repo14wsbx
1688,1937,repo40vorm
1689,1946,repo50zirf
1690,1010,repo84dgoh
1691,1749,repo83wrca
1692,1378,repo95gsow
1693,1936,repo18yhly
1694,151,repo00dlha
1695,1496,repo68dkgc
1696,994,repo30whwc
1697,1110,repo60djvr
1698,1819,repo54uvij
1699,1901,repo48vtcu
1700,1076,repo70mmjs
1701,1001,repo85meuj
1702,1605,repo16dqsc
1703,619,repo61iwdl
1704,867,repo33bmhz
1705,422,repo79epcx
1706,1728,repo71wrfv
1707,794,repo66fduq
1708,1119,repo65xtdz
1709,471,repo81ndep
1710,1415,repo42xcuu
1711,583,repo02bgmy
1712,1990,repo98tcha
1713,322,repo47zhmf
1714,988,repo98ydhf
1715,1123,repo70tnng
1716,1261,repo81fmds
1717,1186,repo00sarf
1718,213,repo01fdsd
1719,217,repo12iaws
1720,1708,repo62ninu
1721,515,repo04aqav
1722,406,repo82jnlv
1723,354,repo13ioqy
1724,184,repo04mtnc
1725,469,repo17rjea
1726,1936,repo46ksjk
1727,183,repo48asrl
1728,1846,repo19iqhx
1729,1255,repo86wnke
1730,702,repo58fgkw
1731,1529,repo37zxal
1732,1460,repo49qmku
1733,542,repo18luxi
1734,6,repo29kvwo
1735,1988,repo20ocgg
1736,211,repo11rjjs
1737,867,repo91rjiy
1738,1883,repo46uzrf
1739,1295,repo96zqyc
1740,1368,repo48ygbv
1741,1309,repo03myhj
1742,230,repo61zmjd
1743,45,repo09klpa
1744,1505,repo27hhts
1745,1364,repo25rwax
1746,827,repo54iyfi
1747,1273,repo80fyqe
1748,1602,repo00vgmn
1749,1108,repo22bhxc
1750,1878,repo93iiht
1751,168,repo38vdhc
1752,746,repo04kfhy
1753,1825,repo76izrx
1754,442,repo88inaq
1755,1775,repo94wqjb
1756,1428,repo87ugxf
1757,322,repo89svzs
1758,176,repo66tgkl
1759,877,repo53izbt
1760,27,repo60kyyg
1761,1483,repo02tgeq
1762,1669,repo15trgt
1763,489,repo92ugii
1764,1841,repo97mwix
1765,323,repo84wdyx
1766,113,repo29wvxk
1767,1567,repo92qesm
1768,603,repo69nzev
1769,708,repo36ljcj
1770,1915,repo24nlsj
1771,1128,repo58efgk
1772,281,repo18jzua
1773,1023,repo05wmmr
1774,1720,repo59gamr
1775,137,repo27aruf
1776,1786,repo85bmwo
1777,1585,repo32bvgy
1778,1115,repo94rgkl
1779,1155,repo92ozrm
1780,1604,repo08urkk
1781,1785,repo97gvdr
1782,1184,repo88lzfg
1783,327,repo49gkel
1784,164,repo05towo
1785,72,repo94tgfx
1786,1244,repo43xtiq
1787,1040,repo00eddf
1788,603,repo69mnal
1789,1083,repo01nosr
1790,899,repo75uzxs
1791,1005,repo18ujrm
1792,125,repo44qvsg
1793,133,repo78ymhi
1794,1809,repo38gnke
1795,841,repo96gqrr
1796,58,repo09kzqi
1797,1747,repo76jacr
1798,1132,repo64npxu
1799,1208,repo57sasw
1800,1724,repo16zezo
1801,857,repo84ktzn
1802,1324,repo12ivlf
1803,1290,repo36vtfg
1804,501,repo66hjsh
1805,1204,repo40jmjd
1806,88,repo75aaea
1807,547,repo22gvsm
1808,883,repo75mujp
1809,970,repo25uufe
1810,347,repo09nmfl
1811,97,repo54zbrx
1812,177,repo52pvqp
1813,680,repo44inls
1814,467,repo43aafe
1815,748,repo13jmpz
1816,1332,repo60qnhw
1817,561,repo03hdpv
1818,1367,repo49mmqj
1819,141,repo09drev
1820,1294,repo28zneb
1821,1953,repo04uxtl
1822,1788,repo64opge
1823,1967,repo79qvhp
1824,71,repo22bvdj
1825,490,repo26jjhc
1826,885,repo18qpzs
1827,826,repo74jyjt
1828,73,repo76uxbq
1829,1336,repo35hgeb
1830,349,repo07zlhi
1831,521,repo11ekpe
1832,964,repo56uipz
1833,1693,repo08hxpa
1834,1080,repo52ecdi
1835,708,repo02dzqx
1836,1272,repo12mjwj
1837,498,repo72fsmv
1838,1654,repo94dnpm
1839,761,repo40vqlk
1840,1879,repo57msxx
1841,1381,repo30otrb
1842,595,repo67lbtn
1843,597,repo01usgr
1844,687,repo80tjkn
1845,1176,repo49dtze
1846,185,repo32tzcb
1847,283,repo20sydm
1848,1710,repo42qzfa
1849,448,repo20enqz
1850,505,repo56mkiw
1851,1372,repo20batz
1852,1020,repo84qotl
1853,955,repo82rsbu
1854,1312,repo15aivm
1855,706,repo52wuvc
1856,992,repo45bhwg
1857,1982,repo91ufyi
1858,861,repo23afva
1859,392,repo45xryu
1860,1080,repo76zari
1861,118,repo39dbcn
1862,1335,repo79ylch
1863,860,repo40fgkk
1864,1540,repo32xyfm
1865,1076,repo81yina
1866,1649,repo24evbc
1867,916,repo31ophv
1868,893,repo24dlgz
1869,1871,repo22nnoc
1870,805,repo03infc
1871,355,repo17jefv
1872,1801,repo47cazi
1873,1661,repo60bscb
1874,955,repo93nffi
1875,20,repo36uglr
1876,1167,repo54nwje
1877,758,repo11talx
1878,443,repo84vsix
1879,1262,repo04artq
1880,113,repo23rcme
1881,1039,repo73tkav
1882,1696,repo07volz
1883,912,repo22ttrh
1884,1731,repo30adev
1885,268,repo08agkk
1886,1580,repo92jnnx
1887,1256,repo00nszn
1888,1386,repo17qaig
1889,494,repo39nhza
1890,874,repo22tntn
1891,1711,repo69qfez
1892,999,repo41bygk
1893,1246,repo58itcn
1894,1818,repo28omed
1895,1261,repo38kavw
1896,1721,repo72aoma
1897,566,repo08dfok
1898,898,repo00afhq
1899,36,repo60enbq
1900,1220,repo19yqnq
1901,354,repo75fqze
1902,943,repo71sdjv
1903,853,repo20auny
1904,290,repo37zszw
1905,1159,repo89ufhk
1906,509,repo47bupv
1907,1053,repo04mzqr
1908,703,repo48ldaf
1909,1347,repo27zeqr
1910,484,repo08oqsp
1911,1,repo27vbcq
1912,1358,repo62xlxb
1913,1365,repo46bszr
1914,1297,repo12xgrk
1915,809,repo63pvjr
1916,786,repo93rgil
1917,1570,repo50mnhx
1918,1235,repo25lqmn
1919,959,repo63ajei
1920,788,repo09rfwm
1921,1702,repo96mzat
1922,1827,repo01wrfp
1923,213,repo18tbny
1924,1629,repo13stiy
1925,499,repo03hmuc
1926,750,repo02xtgc
1927,1563,repo08xalu
1928,1998,repo88pedh
1929,887,repo40jfly
1930,194,repo36amvp
1931,242,repo98pias
1932,1356,repo78xwix
1933,1929,repo51atcw
1934,817,repo59eygm
1935,619,repo03cumz
1936,1758,repo42kynh
1937,94,repo89kwgu
1938,1380,repo49apgr
1939,1577,repo90kbga
1940,256,repo50rmad
1941,1474,repo16vagc
1942,1042,repo20dlgm
1943,425,repo75angn
1944,1377,repo37yyxp
1945,73,repo51wwci
1946,865,repo94urpl
1947,803,repo18rkoi
1948,577,repo03ykwn
1949,1440,repo66ydqv
1950,532,repo75bddl
1951,1655,repo41vsyk
1952,1591,repo38sjij
1953,508,repo25eclm
1954,481,repo13ftkp
1955,663,repo88gdun
1956,1621,repo39xvwp
1957,291,repo37uepq
1958,454,repo37kmky
1959,1747,repo42yczm
1960,1060,repo95tubg
1961,911,repo79aqjr
1962,1639,repo50bipl
1963,1995,repo03bexq
1964,937,repo06vena
1965,1479,repo17flqd
1966,156,repo74rqua
1967,884,repo68rird
1968,520,repo25xjuk
1969,1427,repo89hzap
1970,921,repo76igfd
1971,534,repo72tzgm
1972,1349,repo25clba
1973,556,repo66whqg
1974,1932,repo50lltj
1975,1907,repo14fgac
1976,1249,repo87iqyx
1977,956,repo05hdtj
1978,700,repo33evlb
1979,84,repo50lhfl
1980,1416,repo95udnq
1981,122,repo14arxn
1982,985,repo88glgy
1983,1060,repo95ppts
1984,286,repo67bqyg
1985,1337,repo54gztc
1986,1358,repo46cytk
1987,1829,repo65seot
1988,735,repo46unkq
1989,1508,repo46hyib
1990,1657,repo45dcsj
1991,1820,repo44lqkb
1992,768,repo13rwqs
1993,1442,repo52mxve
1994,794,repo11zdyg
1995,543,repo65sqrl
1996,1191,repo27dosg
1997,679,repo84atig
1998,743,repo80dhkg
1999,148,repo24lycw
2000,1642,repo89mkxh
