id,repo_id,branch_name
1167,88,branch17aywk
1168,1060,branch84nawc
1169,639,branch92lbom
1170,1810,branch89dmvz
1171,1843,branch65unnd
1172,1715,branch99sznn
1173,448,branch62ixpz
1174,1537,branch95kqnl
1175,1257,branch08achr
1176,1096,branch15fkub
1177,1130,branch26kpux
1178,483,branch81jvry
1179,1279,branch74ygse
1180,1920,branch09edap
1181,884,branch76yknw
1182,1675,branch33sdea
1183,1204,branch92oczg
1184,1778,branch95hvsv
1185,436,branch03qnic
1186,389,branch72ztil
1187,854,branch91iacm
1188,1342,branch21swhr
1189,1286,branch16pioi
1190,1015,branch13lbnx
1191,1343,branch23rsan
1192,58,branch93xbra
1193,1550,branch23vpng
1194,1937,branch66qwzd
1195,1657,branch22tsvr
1196,1336,branch33spzj
1197,1388,branch11lzgj
1198,1480,branch57sess
1199,373,branch77aqgd
1200,1436,branch50ulxn
1201,1376,branch91otwx
1202,251,branch42nuby
1203,1047,branch18vgwq
1204,353,branch58gsry
1205,1078,branch32vlmr
1206,1450,branch82clcb
1207,1884,branch81nkso
1208,951,branch80bukj
1209,270,branch08kxvv
1210,1643,branch05zidl
1211,1946,branch95vtmv
1212,1184,branch56lcts
1213,1589,branch45kdyq
1214,1210,branch43ksoz
1215,1849,branch55gqrd
1216,1087,branch88mjdz
1217,1836,branch29cfia
1218,355,branch15oakq
1219,1682,branch56xfob
1220,70,branch02dbps
1221,181,branch77zunv
1222,1679,branch05fqzh
1223,1515,branch96mfzq
1224,354,branch07qraw
1225,348,branch98saoj
1226,312,branch61mwfa
1227,1444,branch18scdq
1228,1471,branch03mrfw
1229,699,branch87wbpz
1230,600,branch47szbn
1231,1534,branch14dckk
1232,455,branch23odsy
1233,963,branch51wget
1234,1054,branch72znrs
1235,614,branch05mbhs
1236,98,branch50qvzs
1237,1535,branch40ygtn
1238,1635,branch66emwy
1239,800,branch07doaz
1240,945,branch54rvsc
1241,418,branch88mgtv
1242,984,branch37gckd
1243,416,branch61abof
1244,342,branch81gzie
1245,1981,branch82eocu
1246,1839,branch99bozf
1247,27,branch90hbzq
1248,1192,branch78glol
1249,623,branch23uuan
1250,1897,branch71wzfh
1251,98,branch11rckh
1252,1499,branch86rjov
1253,382,branch00noyw
1254,1670,branch45ydzc
1255,1037,branch74zeex
1256,1674,branch88nduq
1257,146,branch38tmgq
1258,1999,branch47nnnz
1259,383,branch31azjn
1260,1557,branch11pshu
1261,161,branch49mpuv
1262,1583,branch57eqxt
1263,1055,branch35vxmp
1264,1898,branch93vpsz
1265,1417,branch02rthm
1266,435,branch47jltz
1267,1835,branch45unkf
1268,193,branch90diot
1269,68,branch77lxkl
1270,1931,branch08lmyo
1271,1186,branch00ozpg
1272,1323,branch91lgso
1273,1528,branch15qqyw
1274,1791,branch28rixq
1275,81,branch69fqoe
1276,1420,branch55lsad
1277,742,branch18dkbz
1278,155,branch02edes
1279,618,branch49iunc
1280,982,branch01ytsu
1281,986,branch17sgpu
1282,135,branch00ttnx
1283,563,branch17wayh
1284,299,branch03xzzv
1285,517,branch41rnof
1286,1579,branch67xgpq
1287,770,branch94ihbg
1288,1316,branch91xwaq
1289,518,branch42tloe
1290,1717,branch90ykmx
1291,813,branch61bydu
1292,189,branch07yarv
1293,884,branch00crsf
1294,1636,branch95seox
1295,1219,branch29hcsd
1296,1252,branch05tnqw
1297,1808,branch44qssd
1298,1708,branch92fzva
1299,160,branch23pmkt
1300,1641,branch15vamt
1301,679,branch34ndaf
1302,1838,branch83vabq
1303,1337,branch52zbxb
1304,398,branch33fzfv
1305,1155,branch39isxc
1306,1477,branch22vxyb
1307,992,branch33dkfh
1308,1532,branch89lswt
1309,1076,branch39vlct
1310,393,branch86tfwa
1311,1052,branch56qsdq
1312,1502,branch09tsat
1313,44,branch69ptig
1314,835,branch36dgsm
1315,299,branch27aulh
1316,722,branch34nbxk
1317,1101,branch95ncjc
1318,31,branch52mtno
1319,298,branch77dyww
1320,1355,branch88wvzq
1321,1309,branch25ooor
1322,504,branch59ranq
1323,903,branch60msma
1324,1200,branch70ijvq
1325,508,branch39apqk
1326,5,branch74zngg
1327,1292,branch77soad
1328,565,branch05naez
1329,844,branch46vgku
1330,847,branch09itsh
1331,1069,branch23yvzb
1332,854,branch71gkqs
1333,362,branch40enfl
1334,238,branch35nhzr
1335,720,branch80gzji
1336,483,branch70wvvw
1337,906,branch61onid
1338,944,branch38dbkv
1339,907,branch65yytd
1340,905,branch36awld
1341,1722,branch33tqrk
1342,1905,branch96zjea
1343,881,branch54donq
1344,662,branch71ztux
1345,342,branch73fuqs
1346,1209,branch88hvct
1347,235,branch52egwj
1348,498,branch14hhhe
1349,603,branch98yrkf
1350,516,branch97szjr
1351,254,branch27lfts
1352,1387,branch04cugv
1353,834,branch10fmci
1354,1374,branch86hsuh
1355,1571,branch98sdmb
1356,477,branch45eyvq
1357,759,branch60rdji
1358,1402,branch55usoh
1359,1182,branch99vxpu
1360,109,branch66wgyk
1361,1415,branch30chgs
1362,1137,branch50zdwe
1363,380,branch12pewd
1364,1528,branch92olae
1365,515,branch68ygia
1366,1560,branch12shgy
1367,1518,branch29hyol
1368,935,branch18jatg
1369,1196,branch41ogjk
1370,1381,branch10qiym
1371,139,branch95ltcm
1372,1295,branch54pebf
1373,1490,branch76xtzs
1374,1783,branch81kjyb
1375,1240,branch60goim
1376,1409,branch62tnkz
1377,688,branch00halj
1378,1968,branch36zdyr
1379,271,branch61rfgg
1380,716,branch46fjoo
1381,854,branch41wiwl
1382,161,branch45tpdi
1383,1564,branch35bpnq
1384,530,branch64onyt
1385,572,branch62fiwl
1386,769,branch36favs
1387,875,branch29xgda
1388,1330,branch68vhlu
1389,1893,branch94xcob
1390,47,branch38gawh
1391,184,branch05oyem
1392,844,branch73rtwe
1393,825,branch32epjo
1394,1248,branch53hgzb
1395,1442,branch67hpbd
1396,164,branch64dxqt
1397,1265,branch04wgny
1398,1194,branch03dclo
1399,1565,branch86lwkb
1400,1928,branch78ooum
1401,1911,branch15pcdv
1402,686,branch10rapr
1403,587,branch73aham
1404,812,branch48whex
1405,273,branch85otca
1406,1256,branch46tqbe
1407,922,branch14xkpe
1408,1630,branch96xpwk
1409,1611,branch48kphj
1410,1405,branch11wtvf
1411,1822,branch14zzkt
1412,1386,branch26wgah
1413,1691,branch14rxmp
1414,1307,branch92dwuw
1415,63,branch57pdbf
1416,1611,branch36lbcy
1417,230,branch57dakk
1418,309,branch90tecq
1419,1474,branch10ypzu
1420,55,branch88bksh
1421,106,branch24mopm
1422,1559,branch04vwsz
1423,1996,branch50fieq
1424,1988,branch16pspm
1425,582,branch13tstl
1426,1951,branch42vjys
1427,51,branch43cbjw
1428,1454,branch93fibe
1429,1470,branch30pghy
1430,732,branch59mwbf
1431,1295,branch08icxv
1432,1840,branch12kbtv
1433,1053,branch43befe
1434,798,branch51wdyz
1435,1725,branch66rick
1436,906,branch15eazi
1437,1043,branch83yprs
1438,1591,branch69uupt
1439,83,branch92qini
1440,872,branch28wwcs
1441,108,branch14hssn
1442,1773,branch71hokd
1443,151,branch38kaaq
1444,1357,branch72jxbk
1445,691,branch58jttz
1446,207,branch54rgoz
1447,116,branch67uhzw
1448,916,branch58qmms
1449,543,branch52okfm
1450,727,branch06wkjg
1451,1486,branch53dcib
1452,1346,branch85biig
1453,1110,branch40kdot
1454,1372,branch88ywlt
1455,1396,branch10rgnp
1456,1412,branch48ejur
1457,635,branch31kiio
1458,521,branch80bfmb
1459,589,branch95mcib
1460,1714,branch42sqjg
1461,1508,branch26ocht
1462,998,branch47mojq
1463,66,branch71gprs
1464,1382,branch39fnie
1465,392,branch24jxse
1466,357,branch00didt
1467,452,branch38mbxl
1468,213,branch01jrrd
1469,1847,branch86hlne
1470,1920,branch66euqk
1471,1135,branch81tzor
1472,38,branch38cqrx
1473,1596,branch96wgfo
1474,1371,branch85nspd
1475,1346,branch68oqcq
1476,1789,branch17mnxg
1477,392,branch32fuix
1478,950,branch34zbjz
1479,1461,branch03bgov
1480,1880,branch65vkik
1481,1564,branch66srze
1482,194,branch23kqxp
1483,1244,branch44dbkj
1484,1313,branch90xthg
1485,1661,branch76yxft
1486,1963,branch44iglv
1487,1080,branch82jpcl
1488,29,branch24jiuo
1489,827,branch62bige
1490,1392,branch91tgfk
1491,949,branch04zkmo
1492,431,branch99ykbo
1493,595,branch74uxtt
1494,1895,branch63ihwj
1495,1683,branch43tmnp
1496,1905,branch29prsn
1497,1152,branch58bron
1498,692,branch65cxqt
1499,268,branch34thwj
1500,238,branch10hlxn
1501,643,branch42ovzh
1502,1151,branch41onxe
1503,261,branch49mexl
1504,1960,branch03esei
1505,1178,branch91wfge
1506,903,branch13wqxw
1507,832,branch45vmzv
1508,1093,branch05xhyt
1509,1218,branch68qfoo
1510,918,branch08cocl
1511,387,branch18hhgo
1512,192,branch36orzg
1513,1535,branch75enjf
1514,1460,branch26krqd
1515,1806,branch82bmtx
1516,1902,branch39fxua
1517,329,branch78oyik
1518,1686,branch75mezv
1519,744,branch98vzde
1520,693,branch63jnsn
1521,1137,branch25sqty
1522,1337,branch87zhau
1523,148,branch01bacx
1524,1544,branch42edlj
1525,949,branch37ljjp
1526,431,branch71doyy
1527,1583,branch30aiom
1528,479,branch26fqiw
1529,1675,branch52llaz
1530,344,branch98jvio
1531,1874,branch35krbm
1532,1809,branch27ydck
1533,1716,branch68achp
1534,1542,branch26rxxc
1535,1816,branch82xfsc
1536,739,branch84hxcd
1537,1513,branch58qdxm
1538,1996,branch28qmvt
1539,1549,branch97wvsy
1540,1178,branch81ufub
1541,1768,branch81vczs
1542,159,branch12neqk
1543,1880,branch97hobr
1544,555,branch42auns
1545,1883,branch13pwmb
1546,115,branch61oeup
1547,222,branch33yutr
1548,1648,branch43wpjz
1549,1962,branch08olyj
1550,1168,branch45oiot
1551,642,branch20wpal
1552,1821,branch02exvh
1553,966,branch12zanf
1554,1421,branch08mcll
1555,126,branch33pfpk
1556,1347,branch69diji
1557,1848,branch63lltc
1558,1661,branch14jotw
1559,104,branch07ksyc
1560,1577,branch39mmje
1561,27,branch59pirj
1562,527,branch17uhrc
1563,1689,branch34epho
1564,826,branch77nqad
1565,1421,branch62yhmu
1566,1369,branch19chdi
1567,1090,branch13neoe
1568,1251,branch96ltfb
1569,198,branch92ludz
1570,1443,branch32bkqb
1571,1803,branch31qsth
1572,1343,branch92nlth
1573,153,branch06enyn
1574,993,branch99mebu
1575,1627,branch70zrnz
1576,18,branch77ejol
1577,1692,branch50coxh
1578,1516,branch60egty
1579,336,branch66cozy
1580,85,branch55kedk
1581,1644,branch87qbid
1582,631,branch58wbos
1583,1689,branch24wacq
1584,798,branch41ygfr
1585,319,branch38ktnk
1586,324,branch17xxea
1587,1105,branch95kwtx
1588,974,branch65znbl
1589,264,branch04mucn
1590,1600,branch30flgc
1591,449,branch33igos
1592,338,branch66hdbc
1593,338,branch01ldnx
1594,1171,branch89dqhp
1595,1275,branch07ucex
1596,693,branch45fnsn
1597,207,branch55tbgw
1598,819,branch12tqwy
1599,1489,branch26aczg
1600,1193,branch29xaop
1601,1737,branch73swcp
1602,577,branch81qdcd
1603,1493,branch47aehz
1604,909,branch94qzbl
1605,931,branch89jbvs
1606,895,branch50voed
1607,1224,branch11crmq
1608,1677,branch78oszh
1609,88,branch14xtma
1610,1373,branch46xxkv
1611,1690,branch43imyp
1612,528,branch09qolu
1613,1555,branch20xxxb
1614,415,branch95pdnf
1615,1340,branch87bjqu
1616,1174,branch15clwp
1617,191,branch87jyuh
1618,1788,branch93vfcp
1619,1832,branch10acmk
1620,975,branch35tbkd
1621,508,branch93zpie
1622,1618,branch58syhw
1623,186,branch15coms
1624,1431,branch80rulj
1625,1338,branch60onfb
1626,278,branch83hrex
1627,166,branch48dsga
1628,1503,branch19rlwp
1629,1571,branch74xbrf
1630,738,branch84asko
1631,469,branch51pxry
1632,1277,branch79jlut
1633,1903,branch06ersv
1634,1359,branch55yobw
1635,910,branch18wzbq
1636,1958,branch42psru
1637,1468,branch23nvem
1638,264,branch78gflj
1639,328,branch81mkna
1640,224,branch79bvfe
1641,139,branch54jxmh
1642,296,branch98jkyt
1643,558,branch52ldoi
1644,1475,branch07wzqo
1645,1066,branch88kfva
1646,249,branch11xhxt
1647,1381,branch32kmsv
1648,254,branch02oqxm
1649,1268,branch31pcmw
1650,729,branch98rfvc
1651,519,branch18fxum
1652,1521,branch33wrbg
1653,708,branch70bqie
1654,1872,branch59piam
1655,436,branch74wyyw
1656,1053,branch74kpjr
1657,1788,branch38swiw
1658,923,branch77fklx
1659,274,branch53tfxi
1660,74,branch70riol
1661,1220,branch37fdnn
1662,460,branch90gqev
1663,363,branch14qbdi
1664,980,branch24midh
1665,820,branch29iabs
1666,45,branch52oaiq
1667,1568,branch71qocp
1668,1389,branch54cben
1669,1352,branch13tzhx
1670,1655,branch97lyfz
1671,1271,branch92lnui
1672,1886,branch48kdfa
1673,1777,branch50phsl
1674,1948,branch18crse
1675,814,branch54gggn
1676,1918,branch10wffw
1677,213,branch06wfll
1678,468,branch12czhd
1679,1350,branch80snla
1680,1958,branch13vcxo
1681,551,branch65kqto
1682,339,branch06bhyt
1683,1300,branch35oqhd
1684,1685,branch59ijys
1685,229,branch63aiba
1686,1697,branch35vipk
1687,1357,branch73ifvf
1688,1693,branch00gztm
1689,950,branch35jvgo
1690,1582,branch21qryg
1691,488,branch02fstt
1692,1323,branch37rbon
1693,357,branch97dvtf
1694,564,branch66ulhv
1695,1929,branch61tapk
1696,1973,branch57opyr
1697,1890,branch55tvic
1698,1638,branch74oypr
1699,221,branch32vahg
1700,974,branch44stdn
1701,700,branch60eaiu
1702,588,branch11zlqz
1703,226,branch90uath
1704,847,branch89vpue
1705,1894,branch33dlah
1706,512,branch58wvnn
1707,1133,branch78luec
1708,1088,branch78qfcj
1709,1406,branch20aemd
1710,1345,branch85erpn
1711,806,branch94skmu
1712,1361,branch84nsmv
1713,1268,branch85vdfh
1714,490,branch92dysn
1715,1645,branch23emft
1716,1703,branch00mird
1717,165,branch64ublz
1718,164,branch43vuny
1719,1715,branch70rmvf
1720,1532,branch43zjwj
1721,1370,branch19jala
1722,1440,branch97sgog
1723,496,branch81gqpe
1724,1363,branch35bxwz
1725,1067,branch63ctrk
1726,1306,branch34rclq
1727,1179,branch09zmfp
1728,227,branch90nltx
1729,1104,branch14irsu
1730,95,branch54tuqx
1731,485,branch68oofp
1732,1138,branch31ijby
1733,124,branch09abrb
1734,1086,branch90oklm
1735,527,branch19bgml
1736,196,branch08mvnp
1737,1383,branch59emhk
1738,399,branch97kyul
1739,1010,branch13bpqb
1740,382,branch15hvum
1741,141,branch82xurg
1742,399,branch60oxzr
1743,240,branch64ypcy
1744,1966,branch79zpvz
1745,1294,branch91zzcc
1746,1757,branch84mabr
1747,731,branch92tuhc
1748,1256,branch67qvvl
1749,1988,branch55hfsm
1750,517,branch37ofka
1751,285,branch49zozf
1752,1960,branch24lsms
1753,1879,branch77svvj
1754,1574,branch04dmrl
1755,254,branch34upqe
1756,164,branch28idun
1757,550,branch86qoii
1758,560,branch59gtnn
1759,1922,branch30kkjm
1760,1530,branch99dczi
1761,161,branch83ufmq
1762,93,branch47mplx
1763,563,branch33cypm
1764,206,branch15snxp
1765,1910,branch50vfbn
1766,1135,branch99frvz
1767,1015,branch95uynw
1768,118,branch86trrj
1769,448,branch09burl
1770,1304,branch90fltz
1771,1831,branch29dlio
1772,1770,branch33nkvz
1773,953,branch64xqst
1774,176,branch56gtrv
1775,1750,branch20bprl
1776,1879,branch95lsef
1777,1757,branch93hbdn
1778,460,branch28ydqj
1779,1482,branch47whln
1780,897,branch36bcce
1781,600,branch69yhrj
1782,776,branch07uhke
1783,1269,branch60savk
1784,1607,branch22nluo
1785,1206,branch84kqwz
1786,1829,branch62jmux
1787,1424,branch24ctgt
1788,900,branch36pnyr
1789,735,branch19lvtd
1790,1077,branch52wugr
1791,1058,branch94kuio
1792,850,branch44yhez
1793,492,branch20qvhw
1794,271,branch09kxnh
1795,373,branch45thhg
1796,1212,branch60jsgv
1797,1308,branch04spjx
1798,788,branch54zwfw
1799,297,branch17tedb
1800,1344,branch14hsmn
1801,1832,branch68kejw
1802,1597,branch75wngb
1803,135,branch82njjs
1804,644,branch47ncro
1805,921,branch85snfw
1806,545,branch62otci
1807,156,branch48uprp
1808,1358,branch44upcx
1809,128,branch49xnas
1810,1166,branch26npon
1811,400,branch60ptfp
1812,943,branch47soyy
1813,1861,branch81qejp
1814,144,branch37xnbj
1815,354,branch22xomo
1816,969,branch39xzjt
1817,503,branch59qggi
1818,713,branch83quui
1819,839,branch99ilaj
1820,532,branch34zbsk
1821,584,branch91bqsd
1822,887,branch54vzmx
1823,1767,branch04yttf
1824,280,branch83svky
1825,1847,branch43pory
1826,141,branch88wbyt
1827,115,branch54cfli
1828,1946,branch88liuj
1829,1292,branch62gvks
1830,825,branch26wtls
1831,1764,branch53feyz
1832,1021,branch87cfes
1833,1422,branch67hiuz
1834,524,branch35hmyz
1835,202,branch47tyrn
1836,1344,branch03ginm
1837,1096,branch86jewx
1838,383,branch53csgv
1839,431,branch18hpai
1840,1828,branch05wrxg
1841,1641,branch46rtgt
1842,1123,branch86mopy
1843,1681,branch79wewc
1844,1633,branch44scio
1845,1623,branch98yoht
1846,1376,branch77ndnz
1847,1512,branch10btll
1848,1958,branch01iudx
1849,672,branch24oxgv
1850,1711,branch39xdeb
1851,395,branch16omoh
1852,816,branch07xkov
1853,504,branch76qxje
1854,1232,branch37ibxl
1855,931,branch51djhl
1856,345,branch12vory
1857,1635,branch80mxxw
1858,403,branch64ttyv
1859,475,branch32odco
1860,240,branch90lkjd
1861,1558,branch23dkrs
1862,670,branch99czre
1863,1693,branch38yxch
1864,1975,branch47wtzd
1865,1166,branch43peaz
1866,1406,branch75rlwh
1867,1526,branch19bgic
1868,189,branch09odfr
1869,431,branch56kpoh
1870,1859,branch88ggny
1871,1975,branch28bxwh
1872,553,branch19azci
1873,229,branch41cqqo
1874,68,branch43miip
1875,1401,branch64uxyh
1876,1324,branch56zomi
1877,1466,branch12lxns
1878,749,branch73xzbv
1879,249,branch93ihok
1880,409,branch41hyro
1881,758,branch52odot
1882,485,branch11wvtd
1883,528,branch66whqt
1884,945,branch66yftq
1885,554,branch76meke
1886,603,branch36zbxf
1887,256,branch73psbk
1888,965,branch76tzwj
1889,475,branch72zbkt
1890,1233,branch06ihgy
1891,23,branch89dthw
1892,651,branch47jvlk
1893,1778,branch87zvtx
1894,1353,branch11zycc
1895,45,branch85chbh
1896,480,branch45jpdg
1897,1744,branch31fayb
1898,1913,branch20zwxe
1899,1237,branch19zhhs
1900,1675,branch48lcfw
1901,72,branch12kbff
1902,1104,branch00uzgk
1903,3,branch83dgtu
1904,1516,branch15hqaf
1905,336,branch40vlix
1906,1354,branch93yybq
1907,1774,branch68ewmc
1908,1843,branch01bink
1909,1678,branch62ubuj
1910,1758,branch48peis
1911,1285,branch20rgjk
1912,1899,branch68yobk
1913,1576,branch00abce
1914,154,branch46ryry
1915,1538,branch81hanq
1916,1844,branch08mgvr
1917,85,branch66lfkt
1918,260,branch44piih
1919,1948,branch28ojzs
1920,1777,branch07dpva
1921,306,branch29imzk
1922,210,branch80zwkt
1923,1909,branch48diiz
1924,1737,branch64msyy
1925,640,branch68ypeg
1926,1550,branch90evqd
1927,197,branch37jzpo
1928,1742,branch03elrr
1929,1534,branch77parj
1930,543,branch14zpoo
1931,431,branch87vbop
1932,1536,branch10dbna
1933,65,branch48aryz
1934,720,branch16vuhu
1935,1205,branch28dtpu
1936,1084,branch30riok
1937,1344,branch11lfwl
1938,28,branch28ymoj
1939,1952,branch40eoru
1940,919,branch23llaw
1941,1306,branch65dpee
1942,599,branch21ceyw
1943,694,branch61msba
1944,440,branch64vpek
1945,218,branch00mgkg
1946,1142,branch77qgcp
1947,1542,branch90siya
1948,408,branch51qehp
1949,872,branch99zujt
1950,364,branch34ojxs
1951,558,branch16zawe
1952,19,branch67aosn
1953,43,branch04lami
1954,667,branch12yvwl
1955,719,branch93dshh
1956,246,branch06sytb
1957,308,branch23ceib
1958,623,branch76yfnh
1959,633,branch79raiy
1960,1972,branch90ijgj
1961,542,branch21hcge
1962,1403,branch90yoyu
1963,233,branch07yfbh
1964,1762,branch74wgmy
1965,808,branch12fzws
1966,1250,branch53ydwr
1967,872,branch90uueh
1968,1203,branch21kuvz
1969,1234,branch18imuz
1970,1804,branch63ammy
1971,90,branch49fzdv
1972,1016,branch15xsgn
1973,1552,branch25xfyb
1974,1903,branch43tolp
1975,483,branch17cvdh
1976,705,branch48vamc
1977,673,branch86xjrw
1978,131,branch44oafk
1979,976,branch53ysks
1980,1917,branch99zytu
1981,1635,branch19zsra
1982,1012,branch43zsap
1983,434,branch20axck
1984,445,branch23qgbf
1985,1312,branch85tcnb
1986,310,branch95tdso
1987,279,branch26xffj
1988,252,branch33jdwl
1989,1840,branch61kumn
1990,1542,branch72hkac
1991,1337,branch46pdsr
1992,1864,branch97robc
1993,419,branch84orso
1994,1605,branch15bkop
1995,1096,branch70tygx
1996,661,branch24wuuu
1997,261,branch02pfyv
1998,382,branch52nocc
1999,1565,branch14edpq
2000,1120,branch60iicz
